attempt_uid,run_id,crate,model,node_id,attempt,difficulty_bucket,rug_retry_available_total,rug_retry_success,first_successful_retry_attempt,retry_attempts_checked,retry_status_sequence,error_codes,missing_detailed_log,missing_node,attempt_index_mismatch
humantime_gemini-2.5-flash-thinking_20251109_141506::duration::Parser::<'a>::off::3,humantime_gemini-2.5-flash-thinking_20251109_141506,humantime,gemini-2.5-flash-thinking,duration::Parser::<'a>::off,3,single_error,9,False,,"[4, 5, 6, 7, 8, 9, 10, 11, 12]","[{""attempt"": 4, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 5, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 6, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 7, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 8, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 9, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 10, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 11, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 12, ""compile_success"": false, ""strict_success"": false, ""success"": false}]",E0432,False,False,False
humantime_gemini-2.5-flash-thinking_20251109_141506::duration::Parser::<'a>::off::4,humantime_gemini-2.5-flash-thinking_20251109_141506,humantime,gemini-2.5-flash-thinking,duration::Parser::<'a>::off,4,single_error,8,False,,"[5, 6, 7, 8, 9, 10, 11, 12]","[{""attempt"": 5, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 6, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 7, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 8, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 9, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 10, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 11, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 12, ""compile_success"": false, ""strict_success"": false, ""success"": false}]",E0599,False,False,False
humantime_gemini-2.5-flash-thinking_20251109_141506::duration::Parser::<'a>::off::5,humantime_gemini-2.5-flash-thinking_20251109_141506,humantime,gemini-2.5-flash-thinking,duration::Parser::<'a>::off,5,single_error,7,False,,"[6, 7, 8, 9, 10, 11, 12]","[{""attempt"": 6, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 7, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 8, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 9, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 10, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 11, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 12, ""compile_success"": false, ""strict_success"": false, ""success"": false}]",E0599,False,False,False
humantime_gemini-2.5-flash-thinking_20251109_141506::duration::Parser::<'a>::off::6,humantime_gemini-2.5-flash-thinking_20251109_141506,humantime,gemini-2.5-flash-thinking,duration::Parser::<'a>::off,6,single_error,6,False,,"[7, 8, 9, 10, 11, 12]","[{""attempt"": 7, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 8, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 9, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 10, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 11, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 12, ""compile_success"": false, ""strict_success"": false, ""success"": false}]",E0599,False,False,False
humantime_gemini-2.5-flash-thinking_20251109_141506::duration::Parser::<'a>::off::7,humantime_gemini-2.5-flash-thinking_20251109_141506,humantime,gemini-2.5-flash-thinking,duration::Parser::<'a>::off,7,single_error,5,False,,"[8, 9, 10, 11, 12]","[{""attempt"": 8, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 9, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 10, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 11, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 12, ""compile_success"": false, ""strict_success"": false, ""success"": false}]",E0433,False,False,False
humantime_gemini-2.5-flash-thinking_20251109_141506::duration::Parser::<'a>::off::8,humantime_gemini-2.5-flash-thinking_20251109_141506,humantime,gemini-2.5-flash-thinking,duration::Parser::<'a>::off,8,single_error,4,False,,"[9, 10, 11, 12]","[{""attempt"": 9, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 10, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 11, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 12, ""compile_success"": false, ""strict_success"": false, ""success"": false}]",E0433,False,False,False
humantime_gemini-2.5-flash-thinking_20251109_141506::duration::Parser::<'a>::off::9,humantime_gemini-2.5-flash-thinking_20251109_141506,humantime,gemini-2.5-flash-thinking,duration::Parser::<'a>::off,9,single_error,3,False,,"[10, 11, 12]","[{""attempt"": 10, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 11, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 12, ""compile_success"": false, ""strict_success"": false, ""success"": false}]",E0599,False,False,False
humantime_gemini-2.5-flash-thinking_20251109_141506::duration::Parser::<'a>::off::10,humantime_gemini-2.5-flash-thinking_20251109_141506,humantime,gemini-2.5-flash-thinking,duration::Parser::<'a>::off,10,single_error,2,False,,"[11, 12]","[{""attempt"": 11, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 12, ""compile_success"": false, ""strict_success"": false, ""success"": false}]",E0599,False,False,False
humantime_gemini-2.5-flash-thinking_20251109_141506::duration::Parser::<'a>::off::11,humantime_gemini-2.5-flash-thinking_20251109_141506,humantime,gemini-2.5-flash-thinking,duration::Parser::<'a>::off,11,multi_supported_only,1,False,,[12],"[{""attempt"": 12, ""compile_success"": false, ""strict_success"": false, ""success"": false}]","E0432,E0599",False,False,False
humantime_gemini-2.5-flash-thinking_20251109_141506::duration::Parser::<'a>::off::12,humantime_gemini-2.5-flash-thinking_20251109_141506,humantime,gemini-2.5-flash-thinking,duration::Parser::<'a>::off,12,single_error,0,False,,[],[],E0599,False,False,False
humantime_gemini-2.5-flash-thinking_20251109_141506::duration::Parser::<'a>::parse::1,humantime_gemini-2.5-flash-thinking_20251109_141506,humantime,gemini-2.5-flash-thinking,duration::Parser::<'a>::parse,1,multi_supported_only,11,False,,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[{""attempt"": 2, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 3, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 4, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 5, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 6, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 7, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 8, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 9, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 10, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 11, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 12, ""compile_success"": false, ""strict_success"": false, ""success"": false}]","E0433,E0599",False,False,False
humantime_gemini-2.5-flash-thinking_20251109_141506::duration::Parser::<'a>::parse::2,humantime_gemini-2.5-flash-thinking_20251109_141506,humantime,gemini-2.5-flash-thinking,duration::Parser::<'a>::parse,2,single_error,10,False,,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[{""attempt"": 3, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 4, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 5, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 6, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 7, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 8, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 9, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 10, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 11, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 12, ""compile_success"": false, ""strict_success"": false, ""success"": false}]",E0599,False,False,False
humantime_gemini-2.5-flash-thinking_20251109_141506::duration::Parser::<'a>::parse::3,humantime_gemini-2.5-flash-thinking_20251109_141506,humantime,gemini-2.5-flash-thinking,duration::Parser::<'a>::parse,3,multi_supported_only,9,False,,"[4, 5, 6, 7, 8, 9, 10, 11, 12]","[{""attempt"": 4, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 5, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 6, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 7, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 8, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 9, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 10, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 11, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 12, ""compile_success"": false, ""strict_success"": false, ""success"": false}]","E0433,E0599",False,False,False
humantime_gemini-2.5-flash-thinking_20251109_141506::duration::Parser::<'a>::parse::4,humantime_gemini-2.5-flash-thinking_20251109_141506,humantime,gemini-2.5-flash-thinking,duration::Parser::<'a>::parse,4,single_error,8,False,,"[5, 6, 7, 8, 9, 10, 11, 12]","[{""attempt"": 5, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 6, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 7, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 8, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 9, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 10, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 11, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 12, ""compile_success"": false, ""strict_success"": false, ""success"": false}]",E0599,False,False,False
humantime_gemini-2.5-flash-thinking_20251109_141506::duration::Parser::<'a>::parse::5,humantime_gemini-2.5-flash-thinking_20251109_141506,humantime,gemini-2.5-flash-thinking,duration::Parser::<'a>::parse,5,single_error,7,False,,"[6, 7, 8, 9, 10, 11, 12]","[{""attempt"": 6, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 7, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 8, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 9, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 10, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 11, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 12, ""compile_success"": false, ""strict_success"": false, ""success"": false}]",E0599,False,False,False
humantime_gemini-2.5-flash-thinking_20251109_141506::duration::Parser::<'a>::parse::6,humantime_gemini-2.5-flash-thinking_20251109_141506,humantime,gemini-2.5-flash-thinking,duration::Parser::<'a>::parse,6,single_error,6,False,,"[7, 8, 9, 10, 11, 12]","[{""attempt"": 7, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 8, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 9, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 10, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 11, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 12, ""compile_success"": false, ""strict_success"": false, ""success"": false}]",E0599,False,False,False
humantime_gemini-2.5-flash-thinking_20251109_141506::duration::Parser::<'a>::parse::7,humantime_gemini-2.5-flash-thinking_20251109_141506,humantime,gemini-2.5-flash-thinking,duration::Parser::<'a>::parse,7,single_error,5,False,,"[8, 9, 10, 11, 12]","[{""attempt"": 8, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 9, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 10, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 11, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 12, ""compile_success"": false, ""strict_success"": false, ""success"": false}]",E0599,False,False,False
humantime_gemini-2.5-flash-thinking_20251109_141506::duration::Parser::<'a>::parse::8,humantime_gemini-2.5-flash-thinking_20251109_141506,humantime,gemini-2.5-flash-thinking,duration::Parser::<'a>::parse,8,single_error,4,False,,"[9, 10, 11, 12]","[{""attempt"": 9, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 10, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 11, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 12, ""compile_success"": false, ""strict_success"": false, ""success"": false}]",E0599,False,False,False
humantime_gemini-2.5-flash-thinking_20251109_141506::duration::Parser::<'a>::parse::9,humantime_gemini-2.5-flash-thinking_20251109_141506,humantime,gemini-2.5-flash-thinking,duration::Parser::<'a>::parse,9,single_error,3,False,,"[10, 11, 12]","[{""attempt"": 10, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 11, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 12, ""compile_success"": false, ""strict_success"": false, ""success"": false}]",E0599,False,False,False
humantime_gemini-2.5-flash-thinking_20251109_141506::duration::Parser::<'a>::parse::10,humantime_gemini-2.5-flash-thinking_20251109_141506,humantime,gemini-2.5-flash-thinking,duration::Parser::<'a>::parse,10,single_error,2,False,,"[11, 12]","[{""attempt"": 11, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 12, ""compile_success"": false, ""strict_success"": false, ""success"": false}]",E0599,False,False,False
humantime_gemini-2.5-flash-thinking_20251109_141506::duration::Parser::<'a>::parse::11,humantime_gemini-2.5-flash-thinking_20251109_141506,humantime,gemini-2.5-flash-thinking,duration::Parser::<'a>::parse,11,multi_mixed,1,False,,[12],"[{""attempt"": 12, ""compile_success"": false, ""strict_success"": false, ""success"": false}]","E0026,E0027,E0599",False,False,False
humantime_gemini-2.5-flash-thinking_20251109_141506::duration::Parser::<'a>::parse::12,humantime_gemini-2.5-flash-thinking_20251109_141506,humantime,gemini-2.5-flash-thinking,duration::Parser::<'a>::parse,12,single_error,0,False,,[],[],E0599,False,False,False
humantime_gemini-2.5-flash-thinking_20251109_141506::duration::Parser::<'a>::parse_first_char::1,humantime_gemini-2.5-flash-thinking_20251109_141506,humantime,gemini-2.5-flash-thinking,duration::Parser::<'a>::parse_first_char,1,single_error,11,False,,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[{""attempt"": 2, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 3, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 4, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 5, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 6, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 7, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 8, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 9, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 10, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 11, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 12, ""compile_success"": false, ""strict_success"": false, ""success"": false}]",E0433,False,False,False
humantime_gemini-2.5-flash-thinking_20251109_141506::duration::Parser::<'a>::parse_first_char::2,humantime_gemini-2.5-flash-thinking_20251109_141506,humantime,gemini-2.5-flash-thinking,duration::Parser::<'a>::parse_first_char,2,single_error,10,False,,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[{""attempt"": 3, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 4, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 5, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 6, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 7, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 8, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 9, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 10, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 11, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 12, ""compile_success"": false, ""strict_success"": false, ""success"": false}]",E0599,False,False,False
humantime_gemini-2.5-flash-thinking_20251109_141506::duration::Parser::<'a>::parse_first_char::3,humantime_gemini-2.5-flash-thinking_20251109_141506,humantime,gemini-2.5-flash-thinking,duration::Parser::<'a>::parse_first_char,3,single_error,9,False,,"[4, 5, 6, 7, 8, 9, 10, 11, 12]","[{""attempt"": 4, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 5, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 6, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 7, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 8, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 9, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 10, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 11, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 12, ""compile_success"": false, ""strict_success"": false, ""success"": false}]",E0599,False,False,False
humantime_gemini-2.5-flash-thinking_20251109_141506::duration::Parser::<'a>::parse_first_char::4,humantime_gemini-2.5-flash-thinking_20251109_141506,humantime,gemini-2.5-flash-thinking,duration::Parser::<'a>::parse_first_char,4,single_error,8,False,,"[5, 6, 7, 8, 9, 10, 11, 12]","[{""attempt"": 5, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 6, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 7, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 8, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 9, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 10, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 11, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 12, ""compile_success"": false, ""strict_success"": false, ""success"": false}]",E0560,False,False,False
humantime_gemini-2.5-flash-thinking_20251109_141506::duration::Parser::<'a>::parse_first_char::5,humantime_gemini-2.5-flash-thinking_20251109_141506,humantime,gemini-2.5-flash-thinking,duration::Parser::<'a>::parse_first_char,5,single_error,7,False,,"[6, 7, 8, 9, 10, 11, 12]","[{""attempt"": 6, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 7, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 8, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 9, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 10, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 11, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 12, ""compile_success"": false, ""strict_success"": false, ""success"": false}]",E0599,False,False,False
humantime_gemini-2.5-flash-thinking_20251109_141506::duration::Parser::<'a>::parse_first_char::6,humantime_gemini-2.5-flash-thinking_20251109_141506,humantime,gemini-2.5-flash-thinking,duration::Parser::<'a>::parse_first_char,6,single_error,6,False,,"[7, 8, 9, 10, 11, 12]","[{""attempt"": 7, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 8, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 9, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 10, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 11, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 12, ""compile_success"": false, ""strict_success"": false, ""success"": false}]",E0560,False,False,False
humantime_gemini-2.5-flash-thinking_20251109_141506::duration::Parser::<'a>::parse_first_char::7,humantime_gemini-2.5-flash-thinking_20251109_141506,humantime,gemini-2.5-flash-thinking,duration::Parser::<'a>::parse_first_char,7,multi_supported_only,5,False,,"[8, 9, 10, 11, 12]","[{""attempt"": 8, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 9, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 10, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 11, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 12, ""compile_success"": false, ""strict_success"": false, ""success"": false}]","E0433,E0560",False,False,False
humantime_gemini-2.5-flash-thinking_20251109_141506::duration::Parser::<'a>::parse_first_char::8,humantime_gemini-2.5-flash-thinking_20251109_141506,humantime,gemini-2.5-flash-thinking,duration::Parser::<'a>::parse_first_char,8,multi_mixed,4,False,,"[9, 10, 11, 12]","[{""attempt"": 9, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 10, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 11, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 12, ""compile_success"": false, ""strict_success"": false, ""success"": false}]","E0560,E0609",False,False,False
humantime_gemini-2.5-flash-thinking_20251109_141506::duration::Parser::<'a>::parse_first_char::9,humantime_gemini-2.5-flash-thinking_20251109_141506,humantime,gemini-2.5-flash-thinking,duration::Parser::<'a>::parse_first_char,9,multi_mixed,3,False,,"[10, 11, 12]","[{""attempt"": 10, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 11, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 12, ""compile_success"": false, ""strict_success"": false, ""success"": false}]","E0107,E0599",False,False,False
humantime_gemini-2.5-flash-thinking_20251109_141506::duration::Parser::<'a>::parse_first_char::10,humantime_gemini-2.5-flash-thinking_20251109_141506,humantime,gemini-2.5-flash-thinking,duration::Parser::<'a>::parse_first_char,10,single_error,2,False,,"[11, 12]","[{""attempt"": 11, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 12, ""compile_success"": false, ""strict_success"": false, ""success"": false}]",E0599,False,False,False
humantime_gemini-2.5-flash-thinking_20251109_141506::duration::Parser::<'a>::parse_first_char::11,humantime_gemini-2.5-flash-thinking_20251109_141506,humantime,gemini-2.5-flash-thinking,duration::Parser::<'a>::parse_first_char,11,single_error,1,False,,[12],"[{""attempt"": 12, ""compile_success"": false, ""strict_success"": false, ""success"": false}]",E0599,False,False,False
humantime_gemini-2.5-flash-thinking_20251109_141506::duration::Parser::<'a>::parse_first_char::12,humantime_gemini-2.5-flash-thinking_20251109_141506,humantime,gemini-2.5-flash-thinking,duration::Parser::<'a>::parse_first_char,12,single_error,0,False,,[],[],E0560,False,False,False
humantime_gemini-2.5-flash-thinking_20251109_141506::duration::Parser::<'a>::parse_unit::1,humantime_gemini-2.5-flash-thinking_20251109_141506,humantime,gemini-2.5-flash-thinking,duration::Parser::<'a>::parse_unit,1,single_error,11,False,,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[{""attempt"": 2, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 3, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 4, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 5, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 6, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 7, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 8, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 9, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 10, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 11, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 12, ""compile_success"": false, ""strict_success"": false, ""success"": false}]",E0599,False,False,False
humantime_gemini-2.5-flash-thinking_20251109_141506::duration::Parser::<'a>::parse_unit::2,humantime_gemini-2.5-flash-thinking_20251109_141506,humantime,gemini-2.5-flash-thinking,duration::Parser::<'a>::parse_unit,2,single_error,10,False,,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[{""attempt"": 3, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 4, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 5, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 6, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 7, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 8, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 9, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 10, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 11, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 12, ""compile_success"": false, ""strict_success"": false, ""success"": false}]",E0560,False,False,False
humantime_gemini-2.5-flash-thinking_20251109_141506::duration::Parser::<'a>::parse_unit::3,humantime_gemini-2.5-flash-thinking_20251109_141506,humantime,gemini-2.5-flash-thinking,duration::Parser::<'a>::parse_unit,3,single_error,9,False,,"[4, 5, 6, 7, 8, 9, 10, 11, 12]","[{""attempt"": 4, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 5, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 6, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 7, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 8, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 9, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 10, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 11, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 12, ""compile_success"": false, ""strict_success"": false, ""success"": false}]",E0308,False,False,False
humantime_gemini-2.5-flash-thinking_20251109_141506::duration::Parser::<'a>::parse_unit::4,humantime_gemini-2.5-flash-thinking_20251109_141506,humantime,gemini-2.5-flash-thinking,duration::Parser::<'a>::parse_unit,4,multi_supported_only,8,False,,"[5, 6, 7, 8, 9, 10, 11, 12]","[{""attempt"": 5, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 6, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 7, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 8, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 9, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 10, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 11, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 12, ""compile_success"": false, ""strict_success"": false, ""success"": false}]","E0308,E0560,E0599",False,False,False
